0,0.0
0.5,0.0
1.0,0.0
1.5,8.05056
2.0,9.01152
2.5,8.8368
3.0,9.08544
3.5,8.988
4.0,8.94096
4.5,8.94096
5.0,8.9544
5.5,8.8032
6.0,9.09888
6.5,8.88048
7.0,9.0552
7.5,8.9712
8.0,8.77632
8.5,9.14928
9.0,8.90064
9.5,9.04512
10.0,0.54768
